,Title,platform,release_date,summary,meta_score,user_review,Wikipedia,Genre,Modes
728,X-Men Origins: Wolverine,PC,2009-05-01,"Unleash the razor sharp adamantium claws, feral instincts, and mutant regeneration powers of the world's fiercest Super Hero - Wolverine - and uncage the story of how the ultimate weapon was created. The team at Raven Software has dedicated Wolverine's development to unstoppable, true-to-character authenticity. Take on impossible odds and exact revenge. [Activision]",77,7.9,"X-Men Origins: Wolverine is a 2009 American superhero film based on the Marvel Comics fictional character Wolverine. It is the fourth installment of the X-Men film series, the first installment of the Wolverine trilogy within the series, and a spin-off/prequel to X-Men (2000) and X2 (2003). The film was directed by Gavin Hood, written by David Benioff and Skip Woods, and produced by Hugh Jackman, who stars as the titular character, alongside Liev Schreiber, Danny Huston, Dominic Monaghan, and Ryan Reynolds. The film's plot details Wolverine's childhood as James Howlett, his time with Major William Stryker's Team X, the bonding of Wolverine's skeleton with the indestructible metal adamantium during the Weapon X program and his relationship with his half-brother Victor Creed.
The film was mostly shot in Australia and New Zealand, with Canada also serving as a location. Filming took place from January to May 2008. Production and post-production were troubled, with delays due to the weather and Jackman's other commitments, an incomplete screenplay that was still being written in Los Angeles while principal photography rolled in Australia, conflicts arising between director Hood and Fox's executives over the film's direction, and an unfinished workprint being leaked on the internet a month before the film's debut.
X-Men Origins: Wolverine was released on May 1, 2009, by 20th Century Fox. The film was criticized for its story, script, visual effects, pacing, and editing but Jackman's performance was praised. Jackman later expressed his unhappiness with the final product. The film opened at the top of the North American box office and grossed $179 million in the United States and Canada and $373.1 million worldwide. A second film, The Wolverine, was released in 2013 and a third film, Logan, was released in 2017.

",,[]
729,X-Men Origins: Wolverine,Xbox 360,2009-05-01,"Unleash the razor sharp adamantium claws, feral instincts, and mutant regeneration powers of the world's fiercest Super Hero - Wolverine - and uncage the story of how the ultimate weapon was created. The team at Raven Software has dedicated Wolverine's development to unstoppable, true-to-character authenticity. Take on impossible odds and exact revenge. [Activision]",75,8.3,"X-Men Origins: Wolverine is a 2009 American superhero film based on the Marvel Comics fictional character Wolverine. It is the fourth installment of the X-Men film series, the first installment of the Wolverine trilogy within the series, and a spin-off/prequel to X-Men (2000) and X2 (2003). The film was directed by Gavin Hood, written by David Benioff and Skip Woods, and produced by Hugh Jackman, who stars as the titular character, alongside Liev Schreiber, Danny Huston, Dominic Monaghan, and Ryan Reynolds. The film's plot details Wolverine's childhood as James Howlett, his time with Major William Stryker's Team X, the bonding of Wolverine's skeleton with the indestructible metal adamantium during the Weapon X program and his relationship with his half-brother Victor Creed.
The film was mostly shot in Australia and New Zealand, with Canada also serving as a location. Filming took place from January to May 2008. Production and post-production were troubled, with delays due to the weather and Jackman's other commitments, an incomplete screenplay that was still being written in Los Angeles while principal photography rolled in Australia, conflicts arising between director Hood and Fox's executives over the film's direction, and an unfinished workprint being leaked on the internet a month before the film's debut.
X-Men Origins: Wolverine was released on May 1, 2009, by 20th Century Fox. The film was criticized for its story, script, visual effects, pacing, and editing but Jackman's performance was praised. Jackman later expressed his unhappiness with the final product. The film opened at the top of the North American box office and grossed $179 million in the United States and Canada and $373.1 million worldwide. A second film, The Wolverine, was released in 2013 and a third film, Logan, was released in 2017.

",,[]
730,X-Men Origins: Wolverine,PlayStation 3,2009-05-01,"Unleash the razor sharp adamantium claws, feral instincts, and mutant regeneration powers of the world's fiercest Super Hero - Wolverine - and uncage the story of how the ultimate weapon was created. The team at Raven Software has dedicated Wolverine's development to unstoppable, true-to-character authenticity. Take on impossible odds and exact revenge. [Activision]",73,7.8,"X-Men Origins: Wolverine is a 2009 American superhero film based on the Marvel Comics fictional character Wolverine. It is the fourth installment of the X-Men film series, the first installment of the Wolverine trilogy within the series, and a spin-off/prequel to X-Men (2000) and X2 (2003). The film was directed by Gavin Hood, written by David Benioff and Skip Woods, and produced by Hugh Jackman, who stars as the titular character, alongside Liev Schreiber, Danny Huston, Dominic Monaghan, and Ryan Reynolds. The film's plot details Wolverine's childhood as James Howlett, his time with Major William Stryker's Team X, the bonding of Wolverine's skeleton with the indestructible metal adamantium during the Weapon X program and his relationship with his half-brother Victor Creed.
The film was mostly shot in Australia and New Zealand, with Canada also serving as a location. Filming took place from January to May 2008. Production and post-production were troubled, with delays due to the weather and Jackman's other commitments, an incomplete screenplay that was still being written in Los Angeles while principal photography rolled in Australia, conflicts arising between director Hood and Fox's executives over the film's direction, and an unfinished workprint being leaked on the internet a month before the film's debut.
X-Men Origins: Wolverine was released on May 1, 2009, by 20th Century Fox. The film was criticized for its story, script, visual effects, pacing, and editing but Jackman's performance was praised. Jackman later expressed his unhappiness with the final product. The film opened at the top of the North American box office and grossed $179 million in the United States and Canada and $373.1 million worldwide. A second film, The Wolverine, was released in 2013 and a third film, Logan, was released in 2017.

",,[]
731,X-Men Origins: Wolverine,PlayStation 3,2009-05-01,X-Men Origins: Wolverine is an action-adventure game based on the movie of the same name and will take you through and beyond the movie's storyline.,55,8.5,"X-Men Origins: Wolverine is a 2009 American superhero film based on the Marvel Comics fictional character Wolverine. It is the fourth installment of the X-Men film series, the first installment of the Wolverine trilogy within the series, and a spin-off/prequel to X-Men (2000) and X2 (2003). The film was directed by Gavin Hood, written by David Benioff and Skip Woods, and produced by Hugh Jackman, who stars as the titular character, alongside Liev Schreiber, Danny Huston, Dominic Monaghan, and Ryan Reynolds. The film's plot details Wolverine's childhood as James Howlett, his time with Major William Stryker's Team X, the bonding of Wolverine's skeleton with the indestructible metal adamantium during the Weapon X program and his relationship with his half-brother Victor Creed.
The film was mostly shot in Australia and New Zealand, with Canada also serving as a location. Filming took place from January to May 2008. Production and post-production were troubled, with delays due to the weather and Jackman's other commitments, an incomplete screenplay that was still being written in Los Angeles while principal photography rolled in Australia, conflicts arising between director Hood and Fox's executives over the film's direction, and an unfinished workprint being leaked on the internet a month before the film's debut.
X-Men Origins: Wolverine was released on May 1, 2009, by 20th Century Fox. The film was criticized for its story, script, visual effects, pacing, and editing but Jackman's performance was praised. Jackman later expressed his unhappiness with the final product. The film opened at the top of the North American box office and grossed $179 million in the United States and Canada and $373.1 million worldwide. A second film, The Wolverine, was released in 2013 and a third film, Logan, was released in 2017.

",,[]
732,X-Men Origins: Wolverine,PlayStation 4,2009-05-01,X-Men Origins: Wolverine is an action-adventure game based on the movie of the same name and will take you through and beyond the movie's storyline.,53,5.8,"X-Men Origins: Wolverine is a 2009 American superhero film based on the Marvel Comics fictional character Wolverine. It is the fourth installment of the X-Men film series, the first installment of the Wolverine trilogy within the series, and a spin-off/prequel to X-Men (2000) and X2 (2003). The film was directed by Gavin Hood, written by David Benioff and Skip Woods, and produced by Hugh Jackman, who stars as the titular character, alongside Liev Schreiber, Danny Huston, Dominic Monaghan, and Ryan Reynolds. The film's plot details Wolverine's childhood as James Howlett, his time with Major William Stryker's Team X, the bonding of Wolverine's skeleton with the indestructible metal adamantium during the Weapon X program and his relationship with his half-brother Victor Creed.
The film was mostly shot in Australia and New Zealand, with Canada also serving as a location. Filming took place from January to May 2008. Production and post-production were troubled, with delays due to the weather and Jackman's other commitments, an incomplete screenplay that was still being written in Los Angeles while principal photography rolled in Australia, conflicts arising between director Hood and Fox's executives over the film's direction, and an unfinished workprint being leaked on the internet a month before the film's debut.
X-Men Origins: Wolverine was released on May 1, 2009, by 20th Century Fox. The film was criticized for its story, script, visual effects, pacing, and editing but Jackman's performance was praised. Jackman later expressed his unhappiness with the final product. The film opened at the top of the North American box office and grossed $179 million in the United States and Canada and $373.1 million worldwide. A second film, The Wolverine, was released in 2013 and a third film, Logan, was released in 2017.

",,[]
733,Gemini Wars,PC,2012-06-08,"Gemini Wars is a Real Time Strategy Game set in space, featuring an epic campaign controlling fleets of ships in massive battles.",53,6.5,Gemini Wars is a 2012 space real-time strategy computer game developed and published by American studio Camel101.,,[]
734,Victorious Boxers: Ippo's Road to Glory,PlayStation 2,2001-11-05,"Victorious Boxers uses a state-of-the art graphics engine to get you as close to the ring as you'll ever want to get. Progress through the amateur and Pro ranks with the help of your personal trainer. Listen to him, study your opponents fighting tactics and strategies and head into the ring to see if you can out swing and out think him. [Empire Interactive]",75,8.0,"Victorious Boxers: Ippo's Road to Glory, known as simply Victorious Boxers, is a boxing video game developed by New Corporation for the PlayStation 2 video game console. It is based on the Hajime no Ippo franchise. The game was released in Japan by Entertainment Software Publishing in December 2000 and in North America and Europe by Empire Interactive in 2001.
The game features a mix of simulation and arcade style boxing. The storyline, which unfolds in the story mode, takes place in six linear segments that originally overlapped in the manga. The game's fights mirrored the fights from the manga series. The beginning of the game focuses on Ippo Makunouchi's rise to the Japanese Featherweight championship, and later switches to Ippo's fellow gym mates' careers.
Victorious Boxers received ""generally favorable reviews"", with the visual style being poorly received, but its accuracy to boxing being praised. It was commercially successful in Japan, but did poorly in North America.

",Fighting,"['Single-player', 'multiplayer']"
735,Railway Empire,Xbox One,2018-01-30,"In Railway Empire, you will create an elaborate and wide-ranging rail network, purchase over 40 different trains modelled in extraordinary detail, and buy or build railway stations, maintenance buildings, factories and tourist attractions to keep your travel network ahead of the competition. You'll also need to hire and manage your workforce if you want to ensure an efficient train service, whilst also develop over 300 technologies ranging from mechanical improvements to the trains themselves to workplace infrastructures and advanced amenities as you progress through five eras of technological innovations.",77,6.8,"Railway Empire is a railroad construction and management simulation game developed by Gaming Minds Studio and published by Kalypso Media. It was released on 26 January 2018 for Linux and Microsoft Windows, 30 January 2018 for PlayStation 4 and Xbox One, and 14 February 2020 for Nintendo Switch. In Japan, the physical copy of the game was distributed by Ubisoft in May 2018.",Simulation,['Single-player']
736,Railway Empire,PC,2018-01-26,"In Railway Empire, you will create an elaborate and wide-ranging rail network, purchase over 40 different trains modelled in extraordinary detail, and buy or build railway stations, maintenance buildings, factories and tourist attractions to keep your travel network ahead of the competition. You'll also need to hire and manage your workforce if you want to ensure an efficient train service, whilst also develop over 300 technologies ranging from mechanical improvements to the trains themselves to workplace infrastructures and advanced amenities as you progress through five eras of technological innovations.",74,6.7,"Railway Empire is a railroad construction and management simulation game developed by Gaming Minds Studio and published by Kalypso Media. It was released on 26 January 2018 for Linux and Microsoft Windows, 30 January 2018 for PlayStation 4 and Xbox One, and 14 February 2020 for Nintendo Switch. In Japan, the physical copy of the game was distributed by Ubisoft in May 2018.",Simulation,['Single-player']
737,Total War: WARHAMMER II - Curse of the Vampire Coast,PC,2018-11-08,"Night falls on Lustria. As you stand on the dock and peer seawards through the gathering mists, strain your ears. The jungle sounds behind you fade, and in their place comes a wet thudding, as of rotten rigging against a mouldy mast. The sound multiplies, and with it, the groan of a thousand breathless voices, joined in something part-shanty, part-dirge. Dread prows pierce the gloom ahead, and the ghastly truth is laid bare: upon the ghoul-winds come the swollen hulks and decaying vessels of the Vampire Coast! Run now – run hard and fast. For it is all you can do.",83,7.4,,,[]
738,Virtua Tennis 3,Xbox 360,2007-03-20,"With Virtua Tennis 3, the series returns with enhanced photo-realistic graphics and advanced player animations that perfectly match the behavior and mannerisms of individual professional athletes. In Career Mode, gamers travel the world and take on the biggest stars of the tennis world. Improvements to the Player Creation Mode allow gamers to customize their own tennis star with a wealth of licensed tennis equipment and increased detail. No Virtua Tennis title would be complete without the popular and addictive mini-games, and Virtua Tennis 3 is no exception. In addition to the popular mini-games from previous titles used to sharpen players' skills, there are a host of brand new games to keep players in top form. [Sega]",80,7.0,"Virtua Tennis 3, known in Japan as Sega Professional Tennis: Power Smash 3, is the second arcade game sequel to Sega's tennis game franchise, Virtua Tennis. The arcade version of Virtua Tennis 3 is powered by the PC-based Sega Lindbergh arcade system board. Ports for the PC, Xbox 360, PlayStation Portable and PlayStation 3 consoles are also available with a traditional collection of tennis minigames that the home versions of Virtua Tennis are known for. In 2009, Sega updated and re-created Virtua Tennis 3 in Virtua Tennis 2009.

",Sports game,[]
739,Virtua Tennis 3,PlayStation 3,2007-03-20,"With Virtua Tennis 3, the series returns with enhanced photo-realistic graphics and advanced player animations that perfectly match the behavior and mannerisms of individual professional athletes. In Career Mode, gamers travel the world and take on the biggest stars of the tennis world. Improvements to the Player Creation Mode allow gamers to customize their own tennis star with a wealth of licensed tennis equipment and increased detail. No Virtua Tennis title would be complete without the popular and addictive mini-games, and Virtua Tennis 3 is no exception. In addition to the popular mini-games from previous titles used to sharpen players' skills, there are a host of brand new games to keep players in top form. [Sega]",80,7.9,"Virtua Tennis 3, known in Japan as Sega Professional Tennis: Power Smash 3, is the second arcade game sequel to Sega's tennis game franchise, Virtua Tennis. The arcade version of Virtua Tennis 3 is powered by the PC-based Sega Lindbergh arcade system board. Ports for the PC, Xbox 360, PlayStation Portable and PlayStation 3 consoles are also available with a traditional collection of tennis minigames that the home versions of Virtua Tennis are known for. In 2009, Sega updated and re-created Virtua Tennis 3 in Virtua Tennis 2009.

",Sports game,[]
740,Virtua Tennis 3,PSP,2007-03-26,"With ultra-realistic graphics and precise player control, gamers will hit the court and play as or against today's tennis elite including Federer, Sharapova, Roddick, Nadal, and Williams. A new multiplayer mode allows up to 8 friends to battle it out on 23 courts around the world. As they serve up their best in a mix of exhibitions, tournaments and competitions, players will rise through the ranks and battle for the top spot. [Sega]",79,7.8,"Virtua Tennis 3, known in Japan as Sega Professional Tennis: Power Smash 3, is the second arcade game sequel to Sega's tennis game franchise, Virtua Tennis. The arcade version of Virtua Tennis 3 is powered by the PC-based Sega Lindbergh arcade system board. Ports for the PC, Xbox 360, PlayStation Portable and PlayStation 3 consoles are also available with a traditional collection of tennis minigames that the home versions of Virtua Tennis are known for. In 2009, Sega updated and re-created Virtua Tennis 3 in Virtua Tennis 2009.

",Sports game,[]
741,River City: Knights of Justice,3DS,2017-06-20,"The magical land of Riverandia is in a state of turmoil! Several years have passed since the rainbow-colored Crystal Tower was suddenly enveloped in darkness. With the world plunged into horror and chaos, a legend began to spread amongst the people about a savior who would come to save the world. Then, one day, a lone knight appeared. His name: Alexander Valford. Kunio and his friends go medieval in River City: Knights of Justice! This unique entry to the River City series sees Kunio and his friends and foes transformed into heroes and villains that would be at home in any RPG! Use swords, staves, and even magic to bring peace back to Riverandia! Featuring: - Multiple Allies! - Over 100 Quests! - Multiple Story Paths!",62,7.6,,,[]
742,Falcon 4.0,PC,1998-11-30,"Falcon 4.0 is an extremely detailed Simulation integrating a fully dynamic, realtime Air, land, and sea war in which you take part as an F-16 pilot. Running on any OS platform capable of supporting Directx 5.0 and above. Falcon 4.0 not only simulates a fantastic and versatile fighter, but also a very versatile product. With 4 years of hard work behind it, it is the ultimate Simulation experience for all enthusiasts. [Falcon 4.0 HQ]",85,7.9,"Falcon 4.0 is a combat flight simulation video game developed by MicroProse and published by Hasbro Interactive in 1998. The game is based around a realistic simulation of the Block 50/52 F-16 Fighting Falcon jet fighter in a full-scale modern war set in the Korean Peninsula. Falcon 4.0's dynamic campaign engine runs autonomously.
The game is the ultimate development in the Falcon series from Spectrum HoloByte that began in 1984. HoloByte had acquired MicroProse in 1993, and started using that name for all of its titles in 1996. After MicroProse was purchased by Hasbro, official development ended. In 2000, a source code leak allowed continued development of the game by members of the gaming community, including bug fixes and new campaigns. Many of these additions were collected by Lead Pursuit, which arranged an official license of the original code base from the owner Atari; these were published as Falcon 4.0: Allied Force in 2005. Spanning well over a decade, the Falcon 4.0 series is one of the longest running game series using the same code base in PC history.In the present day, the game is still supported by a community of players with the most supported branch of the game being the one by Benchmark Sims Community, called Falcon BMS.On May 4th 2023, after a 24 year long absence, developer MicroProse announced the reacquisition of the copyright to the Falcon series, including Falcon 4.0.",Air combat simulation,"['Single player', 'multiplayer']"
743,Joe Danger: Special Edition,Xbox 360,2011-12-14,"You are Joe Danger, the world's most determined motorbike stuntman. You live to thrill the crowd and break World Records. A call back to retro classics like Excitebike, this 3D side-scrolling stunt-em-up is a burst of sugar-rush fun for today's jaded gamers",88,7.7,,,[]
744,Sid Meier's Starships,PC,2015-03-12,"Assemble and helm a fleet of starships and travel between planets as you explore, build, negotiate, and fight to preserve your vision for humanity.",64,4.3,"Sid Meier's Starships is a turn-based strategy video game developed by Firaxis Games and published by 2K. It was released on March 12, 2015 for Microsoft Windows, OS X, and iOS. The game is a stand-alone title but shares the same universe as Civilization: Beyond Earth, putting the player in control of a fleet of space-faring craft. The player will use the fleet to explore the galaxy, meeting other human and alien forces, and dealing with problems through a combination of military, diplomatic, and other strategic options. Spacecraft in the fleet can be highly customized for meeting certain goals. The game features cross-connectivity features with Beyond Earth for those that own both titles.Starships was based on Sid Meier's idea of extending the Beyond Earth setting, in which the player guides the development of one of several human colonies on an alien world, and he considers it a further narrative of that game, exploring the universe and encountering other human colonies and threats it may hold. In his concept, Meier wanted to focus on starship creation, including highly configurable ships, and space combat, while providing the player with ""a universe filled with interstellar adventure, diplomacy, and exploration"". The game was developed by Meier and a small team at Firaxis.",Turn-based strategy,[]
745,Shaun White Snowboarding: World Stage,Wii,2009-11-08,"Players hit the slopes with Shaun White and his crew, but this time the stakes are higher as you pursue the world's top competitions from a half-pipe in the middle of New York's Time Square to the most prestigious competitions of France, Canada and Japan. Players break out their Balance Boards once again for Shaun White Snowboarding: World Stage when they flex their board skills either alone or together with family and friends. [Ubisoft]",72,8.7,"Shaun White Snowboarding: World Stage is a snowboarding video game developed by Ubisoft Montreal and published by Ubisoft exclusively for the Wii.  It is the sequel to the 2008 multiplatform video game Shaun White Snowboarding.

",Snowboarding,"['Single-player', 'multiplayer']"
746,The Movies: Stunts & Effects,PC,2006-06-06,"The Movies: Stunts & Effects allows players to hone their movie making skills with features that can turn an ordinary script into an extraordinary blockbuster. In addition to stunts and effects, the game introduces new backdrops, costumes and props, as well as upgrades to the Advanced Movie Making mode that lets players take control of even more movie features. Players are further immersed into the Hollywood lifestyle as they train and manage stuntmen, as well as compete for industry awards and achievements by uploading their movies to www.themoviesgame.com for the entire world to see. [Activision]",78,7.3,,Business simulation,"['Single-player', 'multiplayer']"
747,Wizorb,PSP,2012-07-24,Wizorb is a unique combination of classic block-breaking action and light RPG elements.,79,5.8,"Wizorb is a video game created and published by Tribute Games. It was released on the Xbox 360 Xbox Live Marketplace on September 29, 2011. The gameplay is a cross between a Breakout clone and a role-playing video game. Wizorb was ported to Microsoft Windows, Mac OS X, and Linux. It was released for Windows through Steam on March 14, 2012, with added achievements and cloud storage. Upon release, Wizorb saw favorable reviews from critics, with VentureBeat's Jacob Siegal listing it as one of the top 10 independent video games of 2011.

",Breakout clone,['Single-player']
748,FIFA Street 3,Xbox 360,2008-02-18,"Featuring over 250 of the world’s best players representing 18 of the top international teams, each player has been rendered into a stylized caricature with heroic qualities. Decked out in authentic training kits, every player boasts their own, distinctive style of play with unique abilities to match. Whether you’re after brawn, brains, silky skills or crunching tackles to complete your team, the perfect street player is out there. Choose from Tricksters, Enforcers, Playmakers and Finishers to give you different options on the ball and make your mark on the street. Fill up your all-new Game Breaker to power your ultimate abilities and express yourself like never before. Maneuver your players to leap past defenders, flip off walls, or perform gravity-defying one-timers to score spectacular goals. From the urban playgrounds of South America to the rooftops in Asia to the streets of Europe, your players perform to an eclectic selection of music seamlessly infused into the surroundings, where the game’s environments pulsate, and explode to life with every well-timed tackle, outrageous trick move or unstoppable shot on goal. [Electronic Arts]",63,7.0,"FIFA Street 3 is an arcade-style sports game for the Xbox 360, PlayStation 3 and Nintendo DS. It is the third game in the FIFA Street series from EA Sports BIG, and is the last title released under the brand. This game was followed up by the 2012 reboot of FIFA Street, but that game does not have EA Sports BIG sub-brand (it uses the standard EA Sports branding instead).",Sports,"['Single-player', 'online multiplayer']"
749,FIFA Street 3,PlayStation 3,2008-02-18,"Featuring over 250 of the world’s best players representing 18 of the top international teams, each player has been rendered into a stylized caricature with heroic qualities. Decked out in authentic training kits, every player boasts their own, distinctive style of play with unique abilities to match. Whether you’re after brawn, brains, silky skills or crunching tackles to complete your team, the perfect street player is out there. Choose from Tricksters, Enforcers, Playmakers and Finishers to give you different options on the ball and make your mark on the street. Fill up your all-new Game Breaker to power your ultimate abilities and express yourself like never before. Maneuver your players to leap past defenders, flip off walls, or perform gravity-defying one-timers to score spectacular goals. From the urban playgrounds of South America to the rooftops in Asia to the streets of Europe, your players perform to an eclectic selection of music seamlessly infused into the surroundings, where the game’s environments pulsate, and explode to life with every well-timed tackle, outrageous trick move or unstoppable shot on goal. [Electronic Arts]",63,6.7,"FIFA Street 3 is an arcade-style sports game for the Xbox 360, PlayStation 3 and Nintendo DS. It is the third game in the FIFA Street series from EA Sports BIG, and is the last title released under the brand. This game was followed up by the 2012 reboot of FIFA Street, but that game does not have EA Sports BIG sub-brand (it uses the standard EA Sports branding instead).",Sports,"['Single-player', 'online multiplayer']"
750,FIFA Street 3,PC,2008-02-18,"With the all new FIFA Street 3 Touch Screen control scheme you can control all aspects of your team’s performance from passing and shooting to more advanced moves like juggling, headers and bicycle kicks .Use the stylus and simple button controls to seamlessly combine moves together between players to execute rewarding combos – providing you with tons of different ways to showcase your street skills. Fill up your Gamebreaker bar and trigger Touch Screen controlled team trick moments to increase your chances of scoring a goal. FIFA Street 3 on the Nintendo DS features an exclusive mini-game called Kick Ups that challenges you to keep the ball in the air and test your ball juggling skills. Build your team around your favourite player in Street Challenge Mode, and then take them from Pretender to Legendary status by completing challenges, developing Team Chemistry, improving your Reputation and unlocking balls, kits and a few surprises. Take your team to the urban playgrounds of South America, the rooftops in Asia, the streets of Europe, or a special location in Africa exclusive to the Nintendo DS. [Electronic Arts]",56,tbd,"FIFA Street 3 is an arcade-style sports game for the Xbox 360, PlayStation 3 and Nintendo DS. It is the third game in the FIFA Street series from EA Sports BIG, and is the last title released under the brand. This game was followed up by the 2012 reboot of FIFA Street, but that game does not have EA Sports BIG sub-brand (it uses the standard EA Sports branding instead).",Sports,"['Single-player', 'online multiplayer']"
751,Xbox Music Mixer,Xbox 360,2003-10-27,"Xbox Music Mixer lets you go freestyle with your digital media. Bust out the mike for ready-made Karaoke with onscreen lyrics, or strip out the vocals from nearly any song in your collection to lay down your own rhythm and rhyme. You can even display your photos on your TV and create a soundtrack to match. With Xbox Music Mixer, you can record and playback your performances anytime, access your digital music and photos from your PC, and even download new songs and visual effects from Xbox Live.",49,tbd,"The Xbox Music Mixer is a multimedia utility developed by WildTangent and published by Microsoft Game Studios for the Xbox in 2003. The software allows the user to transfer certain types of music and pictures directly from a PC to the Xbox, create custom soundtracks, and features a karaoke mode to sing pre-loaded or custom songs using a packaged karaoke microphone. Xbox Music Mixer was announced at E3 in 2003 as part of a 'Digital Entertainment Lifestyle' initiative, with expectations that the software would lead the console towards functionality as an all-in-one media centre. Upon release, the software received negative reception, with reviewers observing compatibility and usability issues and limitations to the game's karaoke features. The software was subsequently influential to the features of the similar Windows Media Center Extender for the Xbox 360.

",,[]
752,void tRrLM(); //Void Terrarium,Switch,2020-07-14,"In a world contaminated with toxic fungi, a discarded maintenance robot finds a girl named Toriko on the brink of death among the discarded junk in a scrapyard. To reinforce the terrarium as well as Toriko’s poor health, the lone robot must venture into the wasteland to gather resources while battling the vagrant machines and mutated creatures that roam there. From the creator of A Rose in the Twilight and htoL#NiQ: The Firefly Diary, this harrowing roguelike adventure combines cute visuals with a somber yet whimsical post-apocalyptic story. Install various equipment, skills, Knacks, and parts you find on your expeditions to improve your ability to explore the wasteland and fight enemies, while preventing threats to Toriko’s health. Choose your loadout wisely as you fight through procedurally generated levels in turn-based combat. No two adventures are alike when braving the toxic wastes.",74,7.0,,,[]
753,Gods Eater Burst,PSP,2011-03-15,Gods Eater Burst is the enhanced successor of the PSP hit God Eater.,71,8.0,,Action role-playing,['Single-player']
754,Too Human,Xbox 360,2008-08-19,"As the Cybernetic God Baldur, you get thrust into the midst of an ongoing battle that threatens the existence of mankind. An ancient machine presence has forced the God’s hand. In the first of a three part trilogy, Baldur is charged with defending mankind from an onslaught of monstrous war machines bent on eradication of human life. It takes more than brawn and raw strength to supplant the machine hordes. Utilize a sophisticated blend of seamless melee and firearms combat to vanquish foes close and far. Feel each punishing blow through advanced visual effects. Intuitive combat provides new level of accessibility: Perform Baldur’s elaborate and complex combat maneuvers through the press of a button and chain together rapid-fire combos with ease. Through the use of an intuitive combat system, Too Human provides gameplay that is easy to learn and rewarding to master and introduces combinations of weapons combat on a high level. The story chronicles the ongoing struggle between Cybernetic gods, machine giants and mortal men on a massive scale never before seen. Play the role of a cybernetic god charged with protecting the human race against a relentless onslaught of machines. [Microsoft]",65,7.0,"Too Human is an action role-playing game developed by Silicon Knights and published by Microsoft Studios. It was released in August 2008 for the Xbox 360. The game's story is a science-fictional futuristic retelling of Norse mythology that portrays the Æsir, the Norse gods, as cybernetically enhanced humans, tasked with protecting mankind from the onslaught of Loki's army of machines. The player takes the role of the Norse god Baldur, who is less cybernetic than the other gods thus being ""too human"".
The game is notable for having remained in development hell for almost ten years. It was originally announced for release on the PlayStation in 1999, but this was abandoned and development switched to the GameCube in 2000 after Silicon Knights and Nintendo announced an exclusivity partnership. Development restarted again in 2005 when Microsoft bought the rights to the game and announced that it would be a Xbox 360 game. It was planned to be the first in a trilogy of games all developed by Silicon Knights. 
Upon release, Too Human received mixed reviews from game critics; while the game's story and class system were generally praised, many were critical of the control scheme, graphics, level design, long respawn times, and cliffhanger ending. The game was involved in a lawsuit from 2007 to 2012 between developer Silicon Knights and Unreal Engine creators Epic Games regarding the Unreal Engine 3 engine used in the game. This resulted in Epic Games being awarded $4.45 million and Silicon Knights being forced to destroy all of its products that used Unreal Engine 3, including Too Human. Plans for an eventual trilogy were canceled because of the damage inflicted by the lawsuit, along with Silicon Knights filing for bankruptcy in May 2014.

",Action role-playing,"['Single-player', 'multiplayer']"
755,Sherlock Holmes: The Devil's Daughter,PlayStation 4,2016-10-25,"Sherlock Holmes: The Devil’s Daughter, the eighth game in the series, is an incredible adventure game with unique gameplay blending investigation, action and exploration for an extraordinary experience that will test the limits of players' nerves and intelligence. Playing as the great detective, they will have to track down evil in the darkest corners of London and the human spirit, freely exploring several neighbourhoods in the city in search of clues and suspects while they untangle a web of intrigue leading to the final stunning revelation.",71,7.1,"Sherlock Holmes: The Devil's Daughter is an adventure mystery video game in the Sherlock Holmes series developed by Frogwares for Microsoft Windows, PlayStation 4 and Xbox One in 2016. It was released for the Xbox One and PlayStation 4 on 25 October, while the PC version was released earlier on June 10.",Adventure,['Single-player']
756,Sherlock Holmes: The Devil's Daughter,Xbox One,2016-06-10,"Sherlock Holmes: The Devil’s Daughter, the eighth game in the series, is an incredible adventure game with unique gameplay blending investigation, action and exploration for an extraordinary experience that will test the limits of players' nerves and intelligence. Playing as the great detective, they will have to track down evil in the darkest corners of London and the human spirit, freely exploring several neighbourhoods in the city in search of clues and suspects while they untangle a web of intrigue leading to the final stunning revelation.",66,6.9,"Sherlock Holmes: The Devil's Daughter is an adventure mystery video game in the Sherlock Holmes series developed by Frogwares for Microsoft Windows, PlayStation 4 and Xbox One in 2016. It was released for the Xbox One and PlayStation 4 on 25 October, while the PC version was released earlier on June 10.",Adventure,['Single-player']
757,Sherlock Holmes: The Devil's Daughter,PC,2016-06-10,"Sherlock Holmes: The Devil’s Daughter, the eighth game in the series, is an incredible adventure game with unique gameplay blending investigation, action and exploration for an extraordinary experience that will test the limits of players' nerves and intelligence. Playing as the great detective, they will have to track down evil in the darkest corners of London and the human spirit, freely exploring several neighbourhoods in the city in search of clues and suspects while they untangle a web of intrigue leading to the final stunning revelation.",65,7.1,"Sherlock Holmes: The Devil's Daughter is an adventure mystery video game in the Sherlock Holmes series developed by Frogwares for Microsoft Windows, PlayStation 4 and Xbox One in 2016. It was released for the Xbox One and PlayStation 4 on 25 October, while the PC version was released earlier on June 10.",Adventure,['Single-player']
