,Title,platform,release_date,summary,meta_score,user_review,Wikipedia,Genre,Modes
854,SingStar Rocks!,PlayStation 2,2006-11-14,"Rock your world with official tracks from Franz Ferdinand, Kasabian, Bloc Party, Razorlight, and Nirvana as SingStar returns! This is the ultimate line-up - other bands making the SingStar shortlist include Stereophonics, Jet, The Subways, The Rolling Stones, The Bravery, Blur and many more. Complete with the original videos, SingStar Rocks! captures the spirit and energy of the very best gigs - and gives you the chance to experience what it's like to be the headline act. So if you think you have the attitude and the style to front some of the world's most credible live bands, then SingStar Rocks! will have you performing the ultimate gig line-up - wherever you and your PlayStation 2 happen to be. [SCEE]",69,7.1,"SingStar is a competitive music video game series for PlayStation consoles, developed by London Studio and published by Sony Computer Entertainment. Dozens of installments were released for the PlayStation 2, and several more for the PlayStation 3. It is also available on the PlayStation 4 as a free app download, with users paying for the songs as individual or bundle downloads. The games have also undergone a number of non-English releases in various European countries.
SingStar games on disc for PlayStation 2 and PlayStation 3 are distributed either as the software alone, or bundled with a pair of USB microphones – one red, one blue; wireless microphones are also available. The games are compatible with the EyeToy, PlayStation Eye, and PlayStation 4 cameras, allowing players to see and record themselves singing. The PSP (PlayStation Portable) was also able to manage a playlist in realtime, where users were able to queue songs they wanted to sing, so the decisions weren't made between songs, leading to fewer breaks.
All SingStar and SingStore servers were shut down in January 2020. All offline content remained accessible after the shutdown.

",,[]
855,Final Fantasy Origins,PlayStation,2003-04-08,"Final Fantasy Origins delivers the first two games in the Final Fantasy series. Originally released in 1998 in Japan, Final Fantasy II never came to North America, but now RPG fans will be able to experience the emotion-packed sequel and its predecessor with all-new event scenes, enhanced graphics, and improved sound. Whether you're on a quest to recover a magical Crystal or on a journey to stop a merciless ruler, both games provide grand stories complemented with deep characterization and touching music.",79,8.5,"Final Fantasy is a fantasy role-playing video game developed and published by Square in 1987. It is the first game in Square's Final Fantasy series, created by Hironobu Sakaguchi. Originally released for the NES, Final Fantasy was remade for several video game consoles and is frequently packaged with Final Fantasy II in video game collections. The first Final Fantasy story follows four youths called the Warriors of Light, who each carry one of their world's four elemental crystals which have been darkened by the four Elemental Fiends. Together, they quest to defeat these evil forces, restore light to the crystals, and save their world.
Final Fantasy was originally conceived under the working title Fighting Fantasy, but trademark issues and dire circumstances surrounding Square as well as Sakaguchi himself prompted the name to be changed. The game was a great commercial success, received generally positive reviews, and spawned many successful sequels and supplementary titles in the form of the Final Fantasy series. The original is now regarded as one of the most influential and successful role-playing games on the Nintendo Entertainment System, playing a major role in popularizing the genre. Critical praise focused on the game's graphics, while criticism targeted the time spent wandering in search of random battle encounters to raise the player's experience level. By March 2003, all versions of Final Fantasy had sold a combined two million copies worldwide.",Role-playing,['Single-player']
856,Henry Hatsworth in the Puzzling Adventure,DS,2009-03-17,"Meet Henry Hatsworth, a quirky, light-hearted character who players will guide on their journey through a new style of gaming adventure on their Nintendo DS. In this two-in-one adventure, players explore five exotic worlds, fight a variety of opponents, and venture through more than 30 levels, including nearly a dozen hidden levels while taking on outrageous world-ending bosses. The separate worlds on the two Nintendo DS screens have a cause and effect inter-relationship, and players choose when to switch between conquering the action-platform realm and mastering the increasingly challenging puzzle world. A wide variety of power-ups help Hatsworth in both of these worlds. Players complete puzzle combinations and defeat puzzle enemies in order to gain power ups, health, and energy to supercharge Hatsworth in his adventure. [Electronic Arts]",82,8.1,"Henry Hatsworth in the Puzzling Adventure is a Nintendo DS action-adventure puzzle video game developed by EA Tiburon. It involves a British adventurer, the eponymous Henry Hatsworth, who is on a mission to find the ""Golden Suit"", a garb that allows the wearer to control the ""Puzzle Realm"". The player must solve puzzles on the touch screen to destroy fallen enemies from the top screen.

",Action-adventure,['Single-player']
857,Star Wars Starfighter: Special Edition,Xbox,2001-11-26,"Courage, skill, and honor are the three primary qualities you must bring to Star Wars Starfighter, a flight adventure that features intense air and space combat. Join three starfighter pilots in a series of harrowing missions to save Naboo and the galaxy from the oppressive abuses of the Trade Federation. You'll pilot the Naboo N-1 and a variety of never-before-seen craft through real-world environments. Your fighting skills will be put to the test in more than 14 intense missions.",76,8.3,"Star Wars: Starfighter is a 2001 action video game, developed and published by LucasArts, that takes place right before the Battle of Naboo. The player unites alongside three starfighter pilots and is allowed to take control of several different spacecraft to help stop the invasion that threatens Naboo.
Starfighter was revealed at E3 2001. Initially released for PlayStation 2 (PS2), an Xbox version was later released as Star Wars: Starfighter: Special Edition. An additional port to the PC followed in late January 2002, based on the PS2 version. Both ports were performed by Secret Level. In 2003, an arcade version was released on Tsunami Visual Technologies' motion-base platform. LucasArts re-released the game on the digital distribution platform Steam on July 8, 2009, and on the PlayStation 3 in the US in 2015 via the PlayStation Store. A sequel was released in 2002, named Star Wars: Jedi Starfighter.",Action,"['Single-player', 'multiplayer']"
858,Arcade Darts,PSP,2010-06-29,[PSP Minis] Put your dart skills to use - but on your PSP.,62,5.8,"Centipede is a 1980 fixed shooter arcade video game developed and published by Atari, Inc. Designed by Dona Bailey and Ed Logg, it was one of the most commercially successful games from the golden age of arcade video games and one of the first with a significant female player base. The primary objective is to shoot all the segments of a centipede that winds down the playing field. An arcade sequel, Millipede, followed in 1982.
Centipede was ported to Atari's own Atari 2600, Atari 5200, Atari 7800, and Atari 8-bit family. Under the Atarisoft label, the game was sold for the Apple II, Commodore 64, ColecoVision, VIC-20, IBM PC (as a self-booting disk), Intellivision, and TI-99/4A. Superior Software published the port for the BBC Micro. Versions for the Game Boy and Game Boy Color were also produced, as well as a version for the short-lived Game.com developed by Handheld Games and published by Tiger Electronics.",Fixed shooter,[]
859,WWF SmackDown! 2: Know Your Role,PlayStation,2000-11-21,"Prepare for the most outrageous WF experience ever created. Brawl in the ring, backstage, in the VIP room, the parking lot of the new WF New York. Let your fury rage in the new Tornado Tag Team mode. If that's not hardcore enough, pull out the tables, ladders or chairs and really get nasty.",90,8.4,"WWF SmackDown! 2: Know Your Role, known in Japan as Exciting Pro Wrestle 2 (エキサイティングプロレス2, Ekisaitingu Puro Resu 2), is a professional wrestling video game developed by Yuke's released in November 2000 on the PlayStation by THQ. It is the sequel to WWF SmackDown!, and the second game in the SmackDown series, itself based on the World Wrestling Federation (WWF, now WWE) professional wrestling promotion.  
Know Your Role achieved commercial success, becoming the best-selling combat sports game on a single format (PlayStation) with 3.2 million units sold. The game was succeeded by WWF SmackDown! Just Bring It in November 2001.",,[]
860,The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,2017-06-30,"The Master Trials comes with a new Trial of the Sword challenge (previously referred to as the Cave of Trials) that begins with Link having no armor or weapons. There are 45 total rooms in Trial of the Sword, and if you beat them all, then the ""true power of the Master Sword will awaken and always be in its glowing powered-up state."" The expansion also adds Hard Mode, which increases the ""rank"" of enemies, making them more difficult to take down. Additionally, especially challenging enemies will show up in some places where they might not otherwise have. Additionally, enemies spot Link more easily in Hard mode. [GameSpot]",78,7.7,"The Legend of Zelda: Breath of the Wild is a 2017 action-adventure game developed and published by Nintendo for the Nintendo Switch and Wii U. Set at the end of the Zelda timeline, the player controls an amnesiac Link as he sets out to save Princess Zelda and prevent Calamity Ganon from destroying the world. Players explore the open world of Hyrule while they collect items and complete objectives such as puzzles or side quests. Breath of the Wild's world is unstructured and encourages exploration and experimentation; the story can be completed in a nonlinear fashion.
Development lasted five years, commencing immediately after the release of The Legend of Zelda: Skyward Sword in 2011. Led by director Hidemaro Fujibayashi and producer Eiji Aonuma, Nintendo sought to rethink Zelda's conventions and introduced elements such as detailed chemistry and physics engines. The designers drew inspiration from Shadow of the Colossus (2005) and The Elder Scrolls V: Skyrim (2011). Monolith Soft, known for their work on the open-world Xenoblade Chronicles series, assisted in designing landscapes and topography.
Breath of the Wild was first planned for release in 2015 as a Wii U exclusive. It was eventually released on March 3, 2017, as a launch game for the Switch and the final Nintendo game for the Wii U. It received widespread acclaim and won numerous Game of the Year accolades. Critics praised its open-ended gameplay, open-world design, and attention to detail, though some criticized its technical performance. It is the best-selling Zelda game and one of the best-selling video games of all time, with 32.35 million copies sold by 2023.
Breath of the Wild is considered one of the greatest video games of all time. Journalists described it as a landmark in open-world design for its emphasis on experimentation, physics-based sandbox, and emergent gameplay. Numerous developers cited Breath of the Wild as inspiration, and it is a popular point of comparison among open-world games. A spin-off, Hyrule Warriors: Age of Calamity, was released in 2020 while a sequel, The Legend of Zelda: Tears of the Kingdom, was released in 2023.",Action-adventure,['Single-player']
861,Synth Riders,PlayStation 4,2021-08-10,"Synth Riders is your freestyle dancing VR rhythm alternative. Lose yourself in the incredible music, ride the rails, meet friends in the multiplayer, and become a part of the VR rhythm revolution!",89,tbd,This article lists current and upcoming games for the PlayStation VR headset.There are 673 titles on this page.,,[]
862,Elite Forces: Unit 77,DS,2009-04-28,"This game of strategic action developed by Abylight is taking us to control Unit 77, ?a command of elite that must face its most important mission. The mysterious disappearance of some celebrities and politicians around the world is only the tip of an iceberg of a terrible terrorist threat. Only Unit 77 seems to be capable to stop the conspiracy. Now, the destiny of millions of people is relies on them. [Gammick Entertainment]",61,tbd,Elite Forces: Unit 77 is an action video game developed by Spanish studio Abylight and Gammick Entertainment for the Nintendo DS and DSiWare.,Action,"['Single-player', 'Multiplayer']"
863,Insecticide: Episode 1,PC,2008-06-13,"Insecticide is a noir thriller set in an insect world that plays out through a wide variety of offbeat action and adventure levels. In a city overtaken by a sudden crime wave, rookie detective Chrys Liszt is on a crusade to rid the city of lowlifes. However, she immediately discovers that to reach her goal she will have to face the city of Troi’s most powerful criminal entities. Using only high tech pollen-based weapons, innate bug abilities, and hand-to-hand combat skills, Chrys must clean up Troi as well as learn more about her own past, which remains shrouded in mystery. Insecticide fuses elements from different videogame genres to create a seamless, engrossing story-driven gameplay experience. Lighting fast shootouts, a cityscape brimming with life and high production value voice-overs and cut-scenes result in entertainment on par with Hollywood’s best. [Gamecock Media]",65,6.0,"Insecticide is a story-driven action-adventure game by Crackpot Entertainment and published by Gamecock Media Group for the Nintendo DS and Microsoft Windows.

",,[]
864,Crimson Alliance,Xbox 360,2011-09-07,"Party with up to three friends and battle the sinister Cult of the Soul Siren in this fast-action RPG title from Certain Affinity and Microsoft Game Studios. Play one of three classes each with a host of special abilities from the Assassin’s time-bending attacks, to the Wizards elemental mastery, to the Mercenary’s sweeping whirlwind strikes. The World of Crimson features labyrinthine crypts, ruined cities, deadly traps and hidden treasures, populated by elite mini-bosses and the hordes they control. You’ll soon discover that the three main characters have their own motivations, revealed in a story-driven cooperative campaign of betrayal, foul magic and ancient secrets.",72,7.2,"Crimson Alliance is a co-op action role-playing game developed by Certain Affinity and published by Microsoft Studios. The game was first announced at RTX 2011 and was available for demo at E3, ComicCon and PAX Prime, with the press release being announced on May 31, 2011.Crimson Alliance was released on September 7, 2011 on Xbox LIVE Arcade for free as a freemium. Player can choose to pay between 800 Microsoft Points for one character class or 1200 Microsoft Points for all three character classes. The game was also offered as a free bonus code download for those who purchased all five of the fourth annual Xbox Live Summer of Arcade titles before August 23, 2011.",Action role-playing,"['Single-player', 'Multi-player']"
865,Sniper Ghost Warrior Contracts 2,Xbox Series X,2021-06-04,"Sniper Ghost Warrior Contracts 2 marks the most challenging entry to the acclaimed series yet, introducing extreme long-range sniping with targets over 1000m away. Featuring a dramatic single-player campaign set in modern day Middle East, experience high-pressure tactical combat, deep inside enemy territory. Take on the role of Reaper, Contract Sniper Assassin, as he embarks on a new series of contracts in a lawless region of the Middle East, located along the Lebanese and Syrian borders. Tasked with a seemingly impossible task, your mission is to topple an insidious criminal syndicate and bring them to justice.",74,7.8,"Sniper Ghost Warrior Contracts 2 is a 2021 tactical shooter stealth video game developed and published by CI Games. It is the sixth entry in the Sniper: Ghost Warrior series and is the sequel to Sniper Ghost Warrior Contracts. The game was released on 4 June 2021 for Microsoft Windows, PlayStation 4, Xbox One and Xbox Series X/S. A version for PlayStation 5 was released on 24 August 2021.",Tactical shooter,"['Single-player', 'multiplayer']"
866,Sniper Ghost Warrior Contracts 2,PC,2021-06-04,"Sniper Ghost Warrior players have never taken down targets from such extreme distances before. Sniper Ghost Warrior Contracts 2 introduces fans to a dramatic single-player campaign where the stakes are at their highest, deep inside enemy territory. Players take on the role of Reaper, contract sniper assassin, operating in the heart of a lawless region of the Middle East along the Lebanese and Syrian borders. Tasked with a seemingly impossible mission - to topple an insidious criminal syndicate and bring them to justice. For the first time, Sniper Ghost Warrior Contracts 2 delivers precision long-range shooting campaign with targets over 1,000 meters away. Developed by the same studio behind the highly celebrated original Contracts, Sniper Ghost Warrior Contracts 2 pushes boundaries with the most realistic and challenging experience that the studio has ever created.",73,7.4,"Sniper Ghost Warrior Contracts 2 is a 2021 tactical shooter stealth video game developed and published by CI Games. It is the sixth entry in the Sniper: Ghost Warrior series and is the sequel to Sniper Ghost Warrior Contracts. The game was released on 4 June 2021 for Microsoft Windows, PlayStation 4, Xbox One and Xbox Series X/S. A version for PlayStation 5 was released on 24 August 2021.",Tactical shooter,"['Single-player', 'multiplayer']"
867,Sniper Ghost Warrior Contracts 2,PlayStation 4,2021-06-04,"Sniper Ghost Warrior players have never taken down targets from such extreme distances before. Sniper Ghost Warrior Contracts 2 introduces fans to a dramatic single-player campaign where the stakes are at their highest, deep inside enemy territory. Players take on the role of Reaper, contract sniper assassin, operating in the heart of a lawless region of the Middle East along the Lebanese and Syrian borders. Tasked with a seemingly impossible mission - to topple an insidious criminal syndicate and bring them to justice. For the first time, Sniper Ghost Warrior Contracts 2 delivers precision long-range shooting campaign with targets over 1,000 meters away. Developed by the same studio behind the highly celebrated original Contracts, Sniper Ghost Warrior Contracts 2 pushes boundaries with the most realistic and challenging experience that the studio has ever created.",68,6.9,"Sniper Ghost Warrior Contracts 2 is a 2021 tactical shooter stealth video game developed and published by CI Games. It is the sixth entry in the Sniper: Ghost Warrior series and is the sequel to Sniper Ghost Warrior Contracts. The game was released on 4 June 2021 for Microsoft Windows, PlayStation 4, Xbox One and Xbox Series X/S. A version for PlayStation 5 was released on 24 August 2021.",Tactical shooter,"['Single-player', 'multiplayer']"
868,Surf World Series,PlayStation 4,2017-08-29,Take to the waves in Surf World Series. Experience the thrill of killer tricks and monster waves at five legendary surfing destinations.,65,tbd,"Surf's Up is a 2007 American computer-animated mockumentary comedy film produced by Sony Pictures Animation. It was directed by Ash Brannon (in his feature directorial debut) and Chris Buck from a screenplay they co-wrote with Don Rhymer and Chris Jenkins, based on a story by Jenkins and Christian Darren. The film stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, and James Woods. It is a parody of surfing documentaries, such as The Endless Summer and Riding Giants, with parts of the plot parodying North Shore. Real-life surfers Kelly Slater and Rob Machado have vignettes as their penguin surfer counterparts. To obtain the desired hand-held documentary feel, the film's animation team motion-captured a physical camera operator's moves. 
Surf's Up was released in the United States on June 8, 2007 by Sony Pictures Releasing, and received generally positive reviews from critics, with praise for the animation and humor. The film grossed $152 million worldwide against a budget of $100 million. It was nominated for Best Animated Feature at the 80th Academy Awards. A sequel, titled Surf's Up 2: WaveMania, was released direct-to-video in the United States on January 17, 2017, and theatrical in select countries.",,[]
869,Out of the Park Baseball Manager 2006,PC,2006-05-31,"Build your own dynasty by signing free agents, wheeling and dealing with other owners or by calling up that hot prospect from the minors. Watch your seasoned veteran’s skills slowly deteriorate and replace him with one of your top picks from the amateur draft. It’s your world and you can select to simply pit your wits against the computer AI, or for the ultimate experience against friends in a multiplayer online league. There’s even the chance to become commissioner and truly customize almost every aspect of the game. [Sports Interactive]",73,tbd,"Out of the Park Baseball (abbreviated as OOTP) is a text-based baseball simulation for career, historical, and fictional play.
Starting with OOTP 16, the game has licenses for Major League Baseball and Minor League Baseball.",Sports game,[]
870,Power Spike Pro Beach Volleyball,PC,2000-11-13,"Power Spike Pro Beach Volleyball makes a good attempt, but its inconsistencies and shoddy control detract from the overall experience.",48,tbd,"Power Spike: Pro Beach Volleyball, known in Europe as Beach 'n Ball (Game Boy Color) or Beach Volleyball (PlayStation), is a video game developed by French studio Carapace Game Development and Spark, and published by Infogrames for Game Boy Color, PlayStation and Microsoft Windows in 2000-2001.",Sports,"['Single-player', 'multiplayer']"
871,Mario Party 9,Wii,2012-03-11,"The party is back and bigger than ever in the Mario Party 9 game for Wii, featuring all-new ways to play! For the first time in the franchise, boss battles crash the party and challenge players to compete to defeat a common enemy. In addition, players now travel across stages together in a vehicle towards a common goal - overcoming obstacles, battling bosses, and collecting Mini Stars stolen by Bowser™ and his minions. Featuring 80 new minigames, adventurous new stages, and all-new ways to play that blend cooperative and competitive action for up to four players*, Mario Party 9 is the perfect way to get the party started.",73,6.8,"Mario Party is a party video game developed by Hudson Soft and published by Nintendo for the Nintendo 64. It was released in Japan on December 18, 1998, in North America on February 8, 1999, and in Europe and Australia on March 9, 1999. The game was targeted at a young audience. Mario creator Shigeru Miyamoto served as development supervisor. It received mostly positive critical reviews for its multiplayer mode, concept, and music; disapproval of its slow pacing; and mixed reviews of its graphics.  It is the first installment in the Mario Party series, followed by Mario Party 2 in 1999 for Nintendo 64.",Party,"['Single-player', 'multiplayer']"
872,NBA 2K16,PlayStation 4,2015-09-25,"Be the Story. The NBA 2K franchise is back with a true-to-life NBA experience in NBA 2K16. Guide your MyPLAYER through the complete NBA journey, take control of an entire NBA franchise, or refine your skills online competing against gamers from around the globe. With animations that provide smoother movement and more realistic articulation, it promises to be the most authentic NBA gaming experience yet. [2K]",87,6.7,"NBA 2K16 is a 2015 basketball simulation video game developed by Visual Concepts and published by 2K. It is the 17th installment in the NBA 2K franchise and the successor to NBA 2K15. It was released on September 29, 2015 for Microsoft Windows, Xbox One, Xbox 360, PlayStation 4, and PlayStation 3. A mobile version for Android and iOS was released on October 14, 2015. There are three different covers for the main game, one featuring Anthony Davis of the New Orleans Pelicans, another featuring Stephen Curry of the Golden State Warriors, and the last featuring James Harden of the Houston Rockets. A special edition version of the game was also released; it features Michael Jordan on the cover.NBA 2K16 simulates the experience of the National Basketball Association. Players play NBA games with real or created players and teams in various game modes, such as MyCareer, MyTeam, and standard games. Players may play regular season NBA games, playoff games, Summer League games, and others. Apart from the NBA, EuroLeague teams are also featured, thus simulating the EuroLeague. Players may create their own player and take them through a basketball career with the central goal of being the greatest basketball player of all time. The game offers many customization options for the player; the player may customize the physical appearance, attributes, and skill set of any player. Players may also create, build, and customize their own teams. The soundtrack was curated by DJ Premier, DJ Mustard, and DJ Khaled. It consists of 50 different songs.
Director Spike Lee was heavily involved in the development of the game's MyCareer mode. Lee's goal was to create a more story-focused MyCareer mode than previous installments. Lee worked with real world basketball players, following them and documenting their experience in high school and college competition, in an effort to more accurately depict the lifestyle of real professional basketball players. Several improvements and new additions were made to NBA 2K16, such as full body scanning, and overall aesthetic improvements. Several versions of the game were released, such as a special edition, which includes several physical and digital extras. If players pre-ordered the game, they received it on September 25, 2015. Players were also able to download a companion app called MyNBA2K16 which allows the player to earn in-game currency among other things.
NBA 2K16 was met with widespread acclaim upon release. Many critics praised the overall presentation and gameplay, as well as the large amount of content, the new features, and the developers' ability to still introduce positive changes after many previous installments. However, some critics still experienced online technical issues, while others heavily criticized the MyCareer mode for being far too restrictive. Some critics also felt that changing the controls was unnecessary and criticized the lack of tutorials and the presence of microtransactions. NBA 2K16 shipped over 4 million copies in its first week, making it the fastest selling game in the series.

",Sports,"['Single-player', 'multiplayer']"
873,NBA 2K16,Xbox One,2015-09-25,"Be the Story. The NBA 2K franchise is back with a true-to-life NBA experience in NBA 2K16. Guide your MyPLAYER through the complete NBA journey, take control of an entire NBA franchise, or refine your skills online competing against gamers from around the globe. With animations that provide smoother movement and more realistic articulation, it promises to be the most authentic NBA gaming experience yet. [2K]",86,6.2,"NBA 2K16 is a 2015 basketball simulation video game developed by Visual Concepts and published by 2K. It is the 17th installment in the NBA 2K franchise and the successor to NBA 2K15. It was released on September 29, 2015 for Microsoft Windows, Xbox One, Xbox 360, PlayStation 4, and PlayStation 3. A mobile version for Android and iOS was released on October 14, 2015. There are three different covers for the main game, one featuring Anthony Davis of the New Orleans Pelicans, another featuring Stephen Curry of the Golden State Warriors, and the last featuring James Harden of the Houston Rockets. A special edition version of the game was also released; it features Michael Jordan on the cover.NBA 2K16 simulates the experience of the National Basketball Association. Players play NBA games with real or created players and teams in various game modes, such as MyCareer, MyTeam, and standard games. Players may play regular season NBA games, playoff games, Summer League games, and others. Apart from the NBA, EuroLeague teams are also featured, thus simulating the EuroLeague. Players may create their own player and take them through a basketball career with the central goal of being the greatest basketball player of all time. The game offers many customization options for the player; the player may customize the physical appearance, attributes, and skill set of any player. Players may also create, build, and customize their own teams. The soundtrack was curated by DJ Premier, DJ Mustard, and DJ Khaled. It consists of 50 different songs.
Director Spike Lee was heavily involved in the development of the game's MyCareer mode. Lee's goal was to create a more story-focused MyCareer mode than previous installments. Lee worked with real world basketball players, following them and documenting their experience in high school and college competition, in an effort to more accurately depict the lifestyle of real professional basketball players. Several improvements and new additions were made to NBA 2K16, such as full body scanning, and overall aesthetic improvements. Several versions of the game were released, such as a special edition, which includes several physical and digital extras. If players pre-ordered the game, they received it on September 25, 2015. Players were also able to download a companion app called MyNBA2K16 which allows the player to earn in-game currency among other things.
NBA 2K16 was met with widespread acclaim upon release. Many critics praised the overall presentation and gameplay, as well as the large amount of content, the new features, and the developers' ability to still introduce positive changes after many previous installments. However, some critics still experienced online technical issues, while others heavily criticized the MyCareer mode for being far too restrictive. Some critics also felt that changing the controls was unnecessary and criticized the lack of tutorials and the presence of microtransactions. NBA 2K16 shipped over 4 million copies in its first week, making it the fastest selling game in the series.

",Sports,"['Single-player', 'multiplayer']"
874,Gauntlet,Xbox 360,2005-11-22,"[Xbox Live Arcade] The original role-playing arcade game lets four adventurers explore together as a warrior, valkyrie, wizard, and elf. Traverse the darkest of mazes, destroying vile beasts and claiming gold. Consume food to regain your strength, collect keys to journey deeper, and seek out potions to defeat your most powerful foes. Xbox Live multiplayer game mode. High-definition enhanced art (480p, 720p, and 1080i). Experience-based ranking system. Ability to post to scores to the Xbox Live leaderboards. [Xbox.com]",65,5.6,"Gauntlet is a 1985 fantasy-themed hack-and-slash arcade game developed and released by Atari Games. It is noted as being one of the first multiplayer dungeon crawl arcade games. The core design of Gauntlet comes from 1983 Atari 8-bit dungeon crawl game Dandy, which resulted in a threat of legal action. It also bears striking similarities to the action-adventure maze game Time Bandit (1983).
The arcade version of Gauntlet was released in November 1985 and was initially available only as a dedicated four-player cabinet. Atari distributed a total of 7,848 arcade units. In Japan, the game was released by Namco in February 1986. Atari later released a two-player cabinet variant in June 1986, aimed at operators who could not afford or did not have sufficient space for the four-player version.

",Hack and slash,"['Single-player', '4-player multiplayer']"
875,Age of Pirates 2: City of Abandoned Ships,PC,2009-05-26,"Fortune and glory awaits you! Destiny awaits you, but destiny though is what you make it. Start your buccaneering career by choosing to go it alone and become the most feared pirate on the seven seas or prove your loyalty and take the coin of one of four different navies; French, English, Spanish or Dutch. Sail the high seas as a swashbuckling dread pirate or as a dashing naval captain. Explore strange new countries and undiscovered civilizations, raid and plunder merchant ships, fortified ports and cities. But beware, the dead do not sleep easy, and in the dark South American jungles myth and reality intertwine. Solve the ancient mysteries of a vanishing tribe, cross swords with the most notorious swashbucklers ever to sail the ocean blue and make sure that no foe ever sets foot on land again. [Playlogic]",61,7.4,"Age of Pirates 2: City of Abandoned Ships (Russian: Корсары: Город потерянных кораблей, literally ""Corsairs: City of Lost Ships"") is a role-playing video game developed by Akella, which was released on May 26, 2009. It is the sequel to Sea Dogs (2000), Pirates of the Caribbean (2003), and Age of Pirates: Caribbean Tales (2006). Like Caribbean Tales, it does not boast either of the two former games' names, due to legal reasons. It was later followed by Sea Dogs: To Each His Own in 2012.
In 2017, the game was digitally released on GOG and Steam as Sea Dogs: City of Abandoned Ships.",Role-playing video game,['Single-player']
876,Rodea the Sky Soldier,PlayStation 4,2015-11-10,"A thousand years ago, Emperor Geardo of the Naga Empire sent an army of machine soldiers to invade the sky kingdom of Garuda. Thanks to the efforts of Princess Cecilia and Rodea, a machine soldier who promised to protect Garuda, Emperor Geardo's assault was thwarted. In present day, a spirited inventor named Ion discovers an abandoned robot that has fallen into disrepair in the heart of a scorching desert. Upon completing her repairs, the robot stirs to life and reveals itself to be none other than Rodea. Stunned to find himself in the future, Rodea learns that the Naga Empire is no more and that Garuda has known peace for a thousand years. But this peace was not meant to last, for the forces of Naga have returned to wage war against Garuda. Remembering the promise he made 1,000 years ago, Rodea takes to the skies to defend Garuda from the Naga Empire once again. [NIS America]",45,5.7,"Rodea the Sky Soldier is an action-adventure game developed by Prope for the Wii and Kadokawa Games for the Wii U and Nintendo 3DS. The game stars Rodea, an android who possesses the ability to fly and a ""heart"". These traits result in Rodea becoming a soldier in order to fulfill his promise of protecting the kingdom of Garuda, a series of islands that float in the sky, from the ground-based Naga Empire and its leader, Emperor Geardo. Although development was completed in 2011, Rodea the Sky Soldier went unreleased for four years until it finally saw a release in Japan in April 2015, and then a subsequent worldwide release in November 2015. The Wii version was the last game released for that platform in Japan.",,[]
877,Rodea the Sky Soldier,Xbox 360,2015-11-10,"A thousand years ago, Emperor Geardo of the Naga Empire sent an army of machine soldiers to invade the sky kingdom of Garuda. Thanks to the efforts of Princess Cecilia and Rodea, a machine soldier who promised to protect Garuda, Emperor Geardo's assault was thwarted. In present day, a spirited inventor named Ion discovers an abandoned robot that has fallen into disrepair in the heart of a scorching desert. Upon completing her repairs, the robot stirs to life and reveals itself to be none other than Rodea. Stunned to find himself in the future, Rodea learns that the Naga Empire is no more and that Garuda has known peace for a thousand years. But this peace was not meant to last, for the forces of Naga have returned to wage war against Garuda. Remembering the promise he made 1,000 years ago, Rodea takes to the skies to defend Garuda from the Naga Empire once again. [NIS America]",45,6.4,"Rodea the Sky Soldier is an action-adventure game developed by Prope for the Wii and Kadokawa Games for the Wii U and Nintendo 3DS. The game stars Rodea, an android who possesses the ability to fly and a ""heart"". These traits result in Rodea becoming a soldier in order to fulfill his promise of protecting the kingdom of Garuda, a series of islands that float in the sky, from the ground-based Naga Empire and its leader, Emperor Geardo. Although development was completed in 2011, Rodea the Sky Soldier went unreleased for four years until it finally saw a release in Japan in April 2015, and then a subsequent worldwide release in November 2015. The Wii version was the last game released for that platform in Japan.",,[]
878,Falcon Age,PlayStation 4,2019-04-09,"Falcon Age is a first-person, single-player action adventure. As Ara, learn to hunt, gather, and fight to reclaim her cultural legacy in the lost art of falcon hunting against a force of automated colonizers. Bond with a baby falcon and go on an adventure.",70,5.7,"Captain Falcon (Japanese: キャプテン・ファルコン, Hepburn: Kyaputen Farukon) is a fictional character and the protagonist in the racing video game series F-Zero by Nintendo. Within the series, he is a mysterious racer who is among the best on the circuit, as well as a renowned bounty hunter. A different version of the character serves as the protagonist of the F-Zero: GP Legend anime series.
In addition to appearances in spin-offs in the F-Zero series, he has appeared in other Nintendo properties such as the Super Smash Bros. series of crossover fighting games, which are the source of his ""Falcon Punch"" technique. Despite the dormancy of the F-Zero series, Falcon remains one of the most recognizable and well-received Nintendo characters. He has received mostly positive reviews from critics, especially for his appearance in Super Smash Bros.",,[]
